"Date","Time","Variable","Value"
2020-02-19,"18:15:00","StepCount",5
2020-02-19,"18:20:00","StepCount",3
2020-02-19,"18:25:00","StepCount",4
2020-02-19,"18:30:00","StepCount",4
2020-02-19,"18:35:00","StepCount",4
2020-02-19,"18:40:00","StepCount",2
2020-02-19,"18:45:00","StepCount",5
2020-02-19,"18:50:00","StepCount",4
2020-02-19,"18:55:00","StepCount",3
2020-02-19,"19:00:00","StepCount",5
2020-02-19,"19:05:00","StepCount",3
2020-02-19,"19:10:00","StepCount",4
2020-02-19,"19:15:00","StepCount",4
2020-02-19,"19:20:00","StepCount",4
2020-02-19,"19:25:00","StepCount",4
2020-02-19,"19:30:00","StepCount",7
2020-02-19,"19:35:00","StepCount",10
2020-02-19,"19:40:00","StepCount",6
2020-02-19,"19:45:00","StepCount",2
2020-02-19,"19:50:00","StepCount",4
2020-02-19,"19:55:00","StepCount",11
2020-02-19,"20:00:00","StepCount",12
2020-02-19,"20:05:00","StepCount",16
2020-02-19,"20:10:00","StepCount",17
2020-02-19,"20:15:00","StepCount",5
2020-02-19,"20:20:00","StepCount",8
2020-02-19,"20:25:00","StepCount",17
2020-02-19,"20:30:00","StepCount",17
2020-02-19,"20:35:00","StepCount",16
2020-02-19,"20:40:00","StepCount",16
2020-02-19,"20:45:00","StepCount",13
2020-02-19,"20:50:00","StepCount",14
2020-02-19,"20:55:00","StepCount",15
2020-02-19,"21:00:00","StepCount",18
2020-02-19,"21:05:00","StepCount",15
2020-02-19,"21:10:00","StepCount",16
2020-02-19,"21:15:00","StepCount",17
2020-02-19,"21:20:00","StepCount",9
2020-02-19,"21:25:00","StepCount",4
2020-02-19,"21:30:00","StepCount",4
2020-02-19,"21:35:00","StepCount",4
2020-02-19,"21:40:00","StepCount",3
2020-02-19,"21:45:00","StepCount",5
2020-02-19,"21:50:00","StepCount",4
2020-02-19,"21:55:00","StepCount",4
2020-02-19,"22:00:00","StepCount",4
2020-02-19,"22:05:00","StepCount",4
2020-02-19,"22:10:00","StepCount",5
2020-02-19,"22:15:00","StepCount",4
2020-02-19,"22:20:00","StepCount",4
2020-02-19,"22:25:00","StepCount",8
2020-02-19,"22:30:00","StepCount",5
2020-02-19,"22:35:00","StepCount",14
2020-02-19,"22:40:00","StepCount",8
2020-02-19,"22:45:00","StepCount",2
2020-02-19,"22:50:00","StepCount",8
2020-02-19,"22:55:00","StepCount",6
2020-02-19,"23:00:00","StepCount",10
2020-02-19,"23:05:00","StepCount",8
2020-02-19,"23:10:00","StepCount",11
2020-02-19,"23:15:00","StepCount",10
2020-02-19,"23:20:00","StepCount",20
2020-02-19,"23:25:00","StepCount",8
2020-02-19,"23:30:00","StepCount",10
2020-02-19,"23:35:00","StepCount",2
2020-02-19,"23:40:00","StepCount",8
2020-02-19,"23:45:00","StepCount",4
2020-02-19,"23:50:00","StepCount",4
2020-02-19,"23:55:00","StepCount",4
2020-02-20,"00:00:00","StepCount",14
2020-02-20,"00:05:00","StepCount",5
2020-02-20,"00:10:00","StepCount",4
2020-02-20,"00:15:00","StepCount",4
2020-02-20,"00:20:00","StepCount",5
2020-02-20,"00:25:00","StepCount",4
2020-02-20,"00:30:00","StepCount",4
2020-02-20,"00:35:00","StepCount",3
2020-02-20,"00:40:00","StepCount",10
2020-02-20,"00:45:00","StepCount",11
2020-02-20,"00:50:00","StepCount",13
2020-02-20,"00:55:00","StepCount",15
2020-02-20,"01:00:00","StepCount",12
2020-02-20,"01:05:00","StepCount",13
2020-02-20,"01:10:00","StepCount",13
2020-02-20,"01:15:00","StepCount",16
2020-02-20,"01:20:00","StepCount",12
2020-02-20,"01:25:00","StepCount",15
2020-02-20,"01:30:00","StepCount",4
2020-02-20,"01:35:00","StepCount",5
2020-02-20,"01:40:00","StepCount",13
2020-02-20,"01:45:00","StepCount",13
2020-02-20,"01:50:00","StepCount",4
2020-02-20,"01:55:00","StepCount",3
2020-02-20,"02:00:00","StepCount",2
2020-02-20,"02:05:00","StepCount",4
2020-02-20,"02:10:00","StepCount",3
2020-02-20,"02:15:00","StepCount",4
2020-02-20,"02:20:00","StepCount",12
2020-02-20,"02:25:00","StepCount",10
2020-02-20,"02:30:00","StepCount",12
2020-02-20,"02:35:00","StepCount",16
2020-02-20,"02:40:00","StepCount",14
2020-02-20,"02:45:00","StepCount",13
2020-02-20,"02:50:00","StepCount",13
2020-02-20,"02:55:00","StepCount",21
2020-02-20,"03:00:00","StepCount",18
2020-02-20,"03:05:00","StepCount",14
2020-02-20,"03:10:00","StepCount",13
2020-02-20,"03:15:00","StepCount",18
2020-02-20,"03:20:00","StepCount",20
2020-02-20,"03:25:00","StepCount",11
2020-02-20,"03:30:00","StepCount",3
2020-02-20,"03:35:00","StepCount",3
2020-02-20,"03:40:00","StepCount",4
2020-02-20,"03:45:00","StepCount",4
2020-02-20,"03:50:00","StepCount",4
2020-02-20,"03:55:00","StepCount",4
2020-02-20,"04:00:00","StepCount",3
2020-02-20,"04:05:00","StepCount",4
2020-02-20,"04:10:00","StepCount",4
2020-02-20,"04:15:00","StepCount",4
2020-02-20,"04:20:00","StepCount",4
2020-02-20,"04:25:00","StepCount",5
2020-02-20,"04:30:00","StepCount",2
2020-02-20,"04:35:00","StepCount",17
2020-02-20,"04:40:00","StepCount",17
2020-02-20,"04:45:00","StepCount",8
2020-02-20,"04:50:00","StepCount",2
2020-02-20,"04:55:00","StepCount",6
2020-02-20,"05:00:00","StepCount",14
2020-02-20,"05:05:00","StepCount",3
2020-02-20,"05:10:00","StepCount",8
2020-02-20,"05:15:00","StepCount",3
2020-02-20,"05:20:00","StepCount",6
2020-02-20,"05:25:00","StepCount",12
2020-02-20,"05:30:00","StepCount",10
2020-02-20,"05:35:00","StepCount",9
2020-02-20,"05:40:00","StepCount",1
2020-02-20,"05:45:00","StepCount",16
2020-02-20,"05:50:00","StepCount",6
2020-02-20,"05:55:00","StepCount",15
2020-02-20,"06:00:00","StepCount",16
2020-02-20,"06:05:00","StepCount",2
2020-02-20,"06:10:00","StepCount",17
2020-02-20,"06:15:00","StepCount",6
2020-02-20,"06:20:00","StepCount",10
2020-02-20,"06:25:00","StepCount",6
2020-02-20,"06:30:00","StepCount",4
2020-02-20,"06:35:00","StepCount",9
2020-02-20,"06:40:00","StepCount",5
2020-02-20,"06:45:00","StepCount",6
2020-02-20,"06:50:00","StepCount",6
2020-02-20,"06:55:00","StepCount",11
2020-02-20,"07:00:00","StepCount",4
2020-02-20,"07:05:00","StepCount",2
2020-02-20,"07:10:00","StepCount",12
2020-02-20,"07:15:00","StepCount",4
2020-02-20,"07:20:00","StepCount",6
2020-02-20,"07:25:00","StepCount",2
2020-02-20,"07:30:00","StepCount",6
2020-02-20,"07:35:00","StepCount",13
2020-02-20,"07:40:00","StepCount",1
2020-02-20,"07:45:00","StepCount",10
2020-02-20,"07:50:00","StepCount",1
2020-02-20,"07:55:00","StepCount",6
2020-02-20,"08:00:00","StepCount",3
2020-02-20,"08:05:00","StepCount",16
2020-02-20,"08:10:00","StepCount",1
2020-02-20,"08:15:00","StepCount",21
2020-02-20,"08:20:00","StepCount",3
2020-02-20,"08:25:00","StepCount",14
2020-02-20,"08:30:00","StepCount",2
2020-02-20,"08:35:00","StepCount",7
2020-02-20,"08:40:00","StepCount",1
2020-02-20,"08:45:00","StepCount",4
2020-02-20,"08:50:00","StepCount",14
2020-02-20,"08:55:00","StepCount",3
2020-02-20,"09:00:00","StepCount",4
2020-02-20,"09:05:00","StepCount",2
2020-02-20,"09:10:00","StepCount",4
2020-02-20,"09:15:00","StepCount",2
2020-02-20,"09:20:00","StepCount",4
2020-02-20,"09:25:00","StepCount",8
2020-02-20,"09:30:00","StepCount",7
2020-02-20,"09:35:00","StepCount",12
2020-02-20,"09:40:00","StepCount",6
2020-02-20,"09:45:00","StepCount",2
2020-02-20,"09:50:00","StepCount",7
2020-02-20,"09:55:00","StepCount",7
2020-02-20,"10:00:00","StepCount",6
2020-02-20,"10:05:00","StepCount",17
2020-02-20,"10:10:00","StepCount",20
2020-02-20,"10:15:00","StepCount",12
2020-02-20,"10:20:00","StepCount",8
2020-02-20,"10:25:00","StepCount",9
2020-02-20,"10:30:00","StepCount",8
2020-02-20,"10:35:00","StepCount",4
2020-02-20,"10:40:00","StepCount",2
2020-02-20,"10:45:00","StepCount",9
2020-02-20,"10:50:00","StepCount",4
2020-02-20,"10:55:00","StepCount",4
2020-02-20,"11:00:00","StepCount",4
2020-02-20,"11:05:00","StepCount",4
2020-02-20,"11:10:00","StepCount",3
2020-02-20,"11:15:00","StepCount",4
2020-02-20,"11:20:00","StepCount",3
2020-02-20,"11:25:00","StepCount",2
2020-02-20,"11:30:00","StepCount",9
2020-02-20,"11:35:00","StepCount",2
2020-02-20,"11:40:00","StepCount",7
2020-02-20,"11:45:00","StepCount",6
2020-02-20,"11:50:00","StepCount",6
2020-02-20,"11:55:00","StepCount",6
2020-02-20,"12:00:00","StepCount",2
2020-02-20,"12:05:00","StepCount",4
2020-02-20,"12:10:00","StepCount",6
2020-02-20,"12:15:00","StepCount",4
2020-02-20,"12:20:00","StepCount",4
2020-02-20,"12:25:00","StepCount",2
2020-02-20,"12:30:00","StepCount",6
2020-02-20,"12:35:00","StepCount",11
2020-02-20,"12:40:00","StepCount",16
2020-02-20,"12:45:00","StepCount",13
2020-02-20,"12:50:00","StepCount",16
2020-02-20,"12:55:00","StepCount",8
2020-02-20,"13:00:00","StepCount",8
2020-02-20,"13:05:00","StepCount",15
2020-02-20,"13:10:00","StepCount",4
2020-02-20,"13:15:00","StepCount",8
2020-02-20,"13:20:00","StepCount",2
2020-02-20,"13:25:00","StepCount",17
2020-02-20,"13:30:00","StepCount",9
2020-02-20,"13:35:00","StepCount",15
2020-02-20,"13:40:00","StepCount",19
2020-02-20,"13:45:00","StepCount",12
2020-02-20,"13:50:00","StepCount",6
2020-02-20,"13:55:00","StepCount",19
2020-02-20,"14:00:00","StepCount",17
2020-02-20,"14:05:00","StepCount",18
2020-02-20,"14:10:00","StepCount",17
2020-02-20,"14:15:00","StepCount",17
2020-02-20,"14:20:00","StepCount",14
2020-02-20,"14:25:00","StepCount",17
2020-02-20,"14:30:00","StepCount",17
2020-02-20,"14:35:00","StepCount",18
2020-02-20,"14:40:00","StepCount",18
2020-02-20,"14:45:00","StepCount",18
2020-02-20,"14:50:00","StepCount",8
2020-02-20,"14:55:00","StepCount",17
2020-02-20,"15:00:00","StepCount",18
2020-02-20,"15:05:00","StepCount",18
2020-02-20,"15:10:00","StepCount",21
2020-02-20,"15:15:00","StepCount",19
2020-02-20,"15:20:00","StepCount",2
2020-02-20,"15:25:00","StepCount",4
2020-02-20,"15:30:00","StepCount",17
2020-02-20,"15:35:00","StepCount",19
2020-02-20,"15:40:00","StepCount",18
2020-02-20,"15:45:00","StepCount",18
2020-02-20,"15:50:00","StepCount",18
2020-02-20,"15:55:00","StepCount",10
2020-02-20,"16:00:00","StepCount",22
2020-02-20,"16:05:00","StepCount",18
2020-02-20,"16:10:00","StepCount",17
2020-02-20,"16:15:00","StepCount",19
2020-02-20,"16:20:00","StepCount",19
2020-02-20,"16:25:00","StepCount",4
2020-02-20,"16:30:00","StepCount",6
2020-02-20,"16:35:00","StepCount",5
2020-02-20,"16:40:00","StepCount",5
2020-02-20,"16:45:00","StepCount",4
2020-02-20,"16:50:00","StepCount",5
2020-02-20,"16:55:00","StepCount",4
2020-02-20,"17:00:00","StepCount",5
2020-02-20,"17:05:00","StepCount",4
2020-02-20,"17:10:00","StepCount",5
2020-02-20,"17:15:00","StepCount",17
2020-02-20,"17:20:00","StepCount",18
2020-02-20,"17:25:00","StepCount",1
2020-02-20,"17:30:00","StepCount",5
2020-02-20,"17:35:00","StepCount",4
2020-02-20,"17:40:00","StepCount",5
2020-02-20,"17:45:00","StepCount",4
2020-02-20,"17:50:00","StepCount",4
2020-02-20,"17:55:00","StepCount",1
2020-02-20,"18:00:00","StepCount",5
2020-02-20,"18:05:00","StepCount",18
2020-02-20,"18:10:00","StepCount",18
2020-02-20,"18:15:00","StepCount",18
2020-02-20,"18:20:00","StepCount",18
2020-02-20,"18:25:00","StepCount",18
2020-02-20,"18:30:00","StepCount",4
2020-02-20,"18:35:00","StepCount",19
2020-02-20,"18:40:00","StepCount",18
2020-02-20,"18:45:00","StepCount",18
2020-02-20,"18:50:00","StepCount",18
2020-02-20,"18:55:00","StepCount",20
2020-02-20,"19:00:00","StepCount",18
2020-02-20,"19:05:00","StepCount",19
2020-02-20,"19:10:00","StepCount",18
2020-02-20,"19:15:00","StepCount",18
2020-02-20,"19:20:00","StepCount",18
2020-02-20,"19:25:00","StepCount",18
2020-02-20,"19:30:00","StepCount",17
2020-02-20,"19:35:00","StepCount",19
2020-02-20,"19:40:00","StepCount",17
2020-02-20,"19:45:00","StepCount",18
2020-02-20,"19:50:00","StepCount",17
2020-02-20,"19:55:00","StepCount",1
2020-02-20,"20:00:00","StepCount",21
2020-02-20,"20:05:00","StepCount",18
2020-02-20,"20:10:00","StepCount",18
2020-02-20,"20:15:00","StepCount",18
2020-02-20,"20:20:00","StepCount",18
2020-02-20,"20:25:00","StepCount",18
2020-02-20,"20:30:00","StepCount",10
2020-02-20,"20:35:00","StepCount",19
2020-02-20,"20:40:00","StepCount",17
2020-02-20,"20:45:00","StepCount",18
2020-02-20,"20:50:00","StepCount",18
2020-02-20,"20:55:00","StepCount",19
2020-02-20,"21:00:00","StepCount",19
2020-02-20,"21:05:00","StepCount",14
2020-02-20,"21:10:00","StepCount",18
2020-02-20,"21:15:00","StepCount",18
2020-02-20,"21:20:00","StepCount",17
2020-02-20,"21:25:00","StepCount",17
2020-02-20,"21:30:00","StepCount",18
2020-02-20,"21:35:00","StepCount",18
2020-02-20,"21:40:00","StepCount",20
2020-02-20,"21:45:00","StepCount",17
2020-02-20,"21:50:00","StepCount",18
2020-02-20,"21:55:00","StepCount",17
2020-02-20,"22:00:00","StepCount",16
2020-02-20,"22:05:00","StepCount",1
2020-02-20,"22:10:00","StepCount",16
2020-02-20,"22:15:00","StepCount",16
2020-02-20,"22:20:00","StepCount",17
2020-02-20,"22:25:00","StepCount",16
2020-02-20,"22:30:00","StepCount",17
2020-02-20,"22:35:00","StepCount",4
2020-02-20,"22:40:00","StepCount",5
2020-02-20,"22:45:00","StepCount",6
2020-02-20,"22:50:00","StepCount",5
2020-02-20,"22:55:00","StepCount",1
2020-02-20,"23:00:00","StepCount",7
2020-02-20,"23:05:00","StepCount",22
2020-02-20,"23:10:00","StepCount",18
2020-02-20,"23:15:00","StepCount",16
2020-02-20,"23:20:00","StepCount",20
2020-02-20,"23:25:00","StepCount",17
2020-02-20,"23:30:00","StepCount",17
2020-02-20,"23:35:00","StepCount",21
2020-02-20,"23:40:00","StepCount",17
2020-02-20,"23:45:00","StepCount",17
2020-02-20,"23:50:00","StepCount",11
2020-02-20,"23:55:00","StepCount",21
2020-02-21,"00:00:00","StepCount",19
2020-02-21,"00:05:00","StepCount",19
2020-02-21,"00:10:00","StepCount",20
2020-02-21,"00:15:00","StepCount",20
2020-02-21,"00:20:00","StepCount",9
2020-02-21,"00:25:00","StepCount",3
2020-02-21,"00:30:00","StepCount",16
2020-02-21,"00:35:00","StepCount",16
2020-02-21,"00:40:00","StepCount",16
2020-02-21,"00:45:00","StepCount",17
2020-02-21,"00:50:00","StepCount",17
2020-02-21,"00:55:00","StepCount",17
2020-02-21,"01:00:00","StepCount",16
2020-02-21,"01:05:00","StepCount",14
2020-02-21,"01:10:00","StepCount",17
2020-02-21,"01:15:00","StepCount",18
2020-02-21,"01:20:00","StepCount",17
2020-02-21,"01:25:00","StepCount",18
2020-02-21,"01:30:00","StepCount",18
2020-02-21,"01:35:00","StepCount",19
2020-02-21,"01:40:00","StepCount",10
2020-02-21,"01:45:00","StepCount",20
2020-02-21,"01:50:00","StepCount",18
2020-02-21,"01:55:00","StepCount",18
2020-02-21,"02:00:00","StepCount",18
2020-02-21,"02:05:00","StepCount",18
2020-02-21,"02:10:00","StepCount",18
2020-02-21,"02:15:00","StepCount",19
2020-02-21,"02:20:00","StepCount",18
2020-02-21,"02:25:00","StepCount",18
2020-02-21,"02:30:00","StepCount",18
2020-02-21,"02:35:00","StepCount",17
2020-02-21,"02:40:00","StepCount",17
2020-02-21,"02:45:00","StepCount",18
2020-02-21,"02:50:00","StepCount",11
2020-02-21,"02:55:00","StepCount",18
2020-02-21,"03:00:00","StepCount",18
2020-02-21,"03:05:00","StepCount",18
2020-02-21,"03:10:00","StepCount",14
2020-02-21,"03:15:00","StepCount",6
2020-02-21,"03:20:00","StepCount",5
2020-02-21,"03:25:00","StepCount",4
2020-02-21,"03:30:00","StepCount",4
2020-02-21,"03:35:00","StepCount",4
2020-02-21,"03:40:00","StepCount",4
2020-02-21,"03:45:00","StepCount",6
2020-02-21,"03:50:00","StepCount",18
2020-02-21,"03:55:00","StepCount",10
2020-02-21,"04:00:00","StepCount",8
2020-02-21,"04:05:00","StepCount",7
2020-02-21,"04:10:00","StepCount",4
2020-02-21,"04:15:00","StepCount",4
2020-02-21,"04:20:00","StepCount",3
2020-02-21,"04:25:00","StepCount",4
2020-02-21,"04:30:00","StepCount",6
2020-02-21,"04:35:00","StepCount",4
2020-02-21,"04:40:00","StepCount",5
2020-02-21,"04:45:00","StepCount",8
2020-02-21,"04:50:00","StepCount",5
2020-02-21,"04:55:00","StepCount",4
2020-02-21,"05:00:00","StepCount",5
2020-02-21,"05:05:00","StepCount",11
2020-02-21,"05:10:00","StepCount",4
2020-02-21,"05:15:00","StepCount",4
2020-02-21,"05:20:00","StepCount",2
2020-02-21,"05:25:00","StepCount",9
2020-02-21,"05:30:00","StepCount",14
2020-02-21,"05:35:00","StepCount",12
2020-02-21,"05:40:00","StepCount",3
2020-02-21,"05:45:00","StepCount",15
2020-02-21,"05:50:00","StepCount",6
2020-02-21,"05:55:00","StepCount",8
2020-02-21,"06:00:00","StepCount",5
2020-02-21,"06:05:00","StepCount",8
2020-02-21,"06:10:00","StepCount",9
2020-02-21,"06:15:00","StepCount",4
2020-02-21,"06:20:00","StepCount",2
2020-02-21,"06:25:00","StepCount",12
2020-02-21,"06:30:00","StepCount",1
2020-02-21,"06:35:00","StepCount",4
2020-02-21,"06:40:00","StepCount",4
2020-02-21,"06:45:00","StepCount",4
2020-02-21,"06:50:00","StepCount",2
2020-02-21,"06:55:00","StepCount",14
2020-02-21,"07:00:00","StepCount",4
2020-02-21,"07:05:00","StepCount",7
2020-02-21,"07:10:00","StepCount",4
2020-02-21,"07:15:00","StepCount",5
2020-02-21,"07:20:00","StepCount",5
2020-02-21,"07:25:00","StepCount",5
2020-02-21,"07:30:00","StepCount",4
2020-02-21,"07:35:00","StepCount",5
2020-02-21,"07:40:00","StepCount",4
2020-02-21,"07:45:00","StepCount",5
2020-02-21,"07:50:00","StepCount",5
2020-02-21,"07:55:00","StepCount",5
2020-02-21,"08:00:00","StepCount",5
2020-02-21,"08:05:00","StepCount",5
2020-02-21,"08:10:00","StepCount",4
2020-02-21,"08:15:00","StepCount",5
2020-02-21,"08:20:00","StepCount",4
2020-02-21,"08:25:00","StepCount",16
2020-02-21,"08:30:00","StepCount",20
2020-02-21,"08:35:00","StepCount",18
2020-02-21,"08:40:00","StepCount",19
2020-02-21,"08:45:00","StepCount",19
2020-02-21,"08:50:00","StepCount",21
2020-02-21,"08:55:00","StepCount",22
2020-02-21,"09:00:00","StepCount",23
2020-02-21,"09:05:00","StepCount",24
2020-02-21,"09:10:00","StepCount",22
2020-02-21,"09:15:00","StepCount",18
2020-02-21,"09:20:00","StepCount",21
2020-02-21,"09:25:00","StepCount",18
2020-02-21,"09:30:00","StepCount",25
2020-02-21,"09:35:00","StepCount",19
2020-02-21,"09:40:00","StepCount",22
2020-02-21,"09:45:00","StepCount",16
2020-02-21,"09:50:00","StepCount",14
2020-02-21,"09:55:00","StepCount",18
2020-02-21,"10:00:00","StepCount",25
2020-02-21,"10:05:00","StepCount",8
2020-02-21,"10:10:00","StepCount",6
2020-02-21,"10:15:00","StepCount",7
2020-02-21,"10:20:00","StepCount",6
2020-02-21,"10:25:00","StepCount",6
2020-02-21,"10:30:00","StepCount",6
2020-02-21,"10:35:00","StepCount",5
2020-02-21,"10:40:00","StepCount",3
2020-02-21,"10:45:00","StepCount",5
2020-02-21,"10:50:00","StepCount",4
2020-02-21,"10:55:00","StepCount",4
2020-02-21,"11:00:00","StepCount",5
2020-02-21,"11:05:00","StepCount",5
2020-02-21,"11:10:00","StepCount",5
2020-02-21,"11:15:00","StepCount",6
2020-02-21,"11:20:00","StepCount",5
2020-02-21,"11:25:00","StepCount",5
2020-02-21,"11:30:00","StepCount",4
2020-02-21,"11:35:00","StepCount",5
2020-02-21,"11:40:00","StepCount",4
2020-02-21,"11:45:00","StepCount",4
2020-02-21,"11:50:00","StepCount",4
2020-02-21,"11:55:00","StepCount",7
2020-02-21,"12:00:00","StepCount",9
2020-02-21,"12:05:00","StepCount",4
2020-02-21,"12:10:00","StepCount",3
2020-02-21,"12:15:00","StepCount",4
2020-02-21,"12:20:00","StepCount",8
2020-02-21,"12:25:00","StepCount",3
2020-02-21,"12:30:00","StepCount",11
2020-02-21,"12:35:00","StepCount",5
2020-02-21,"12:40:00","StepCount",11
2020-02-21,"12:45:00","StepCount",17
2020-02-21,"12:50:00","StepCount",14
2020-02-21,"12:55:00","StepCount",21
2020-02-21,"13:00:00","StepCount",17
2020-02-21,"13:05:00","StepCount",4
2020-02-21,"13:10:00","StepCount",5
2020-02-21,"13:15:00","StepCount",4
2020-02-21,"13:20:00","StepCount",5
2020-02-21,"13:25:00","StepCount",3
2020-02-21,"13:30:00","StepCount",4
2020-02-21,"13:35:00","StepCount",5
2020-02-21,"13:40:00","StepCount",20
2020-02-21,"13:45:00","StepCount",1
2020-02-21,"13:50:00","StepCount",18
2020-02-21,"13:55:00","StepCount",18
2020-02-21,"14:00:00","StepCount",19
2020-02-21,"14:05:00","StepCount",20
2020-02-21,"14:10:00","StepCount",18
2020-02-21,"14:15:00","StepCount",20
2020-02-21,"14:20:00","StepCount",19
2020-02-21,"14:25:00","StepCount",19
2020-02-21,"14:30:00","StepCount",20
2020-02-21,"14:35:00","StepCount",1
2020-02-21,"14:40:00","StepCount",3
2020-02-21,"14:45:00","StepCount",6
2020-02-21,"14:50:00","StepCount",8
2020-02-21,"14:55:00","StepCount",6
2020-02-21,"15:00:00","StepCount",7
2020-02-21,"15:05:00","StepCount",4
2020-02-21,"15:10:00","StepCount",5
2020-02-21,"15:15:00","StepCount",5
2020-02-21,"15:20:00","StepCount",6
2020-02-21,"15:25:00","StepCount",5
2020-02-21,"15:30:00","StepCount",8
2020-02-21,"15:35:00","StepCount",4
2020-02-21,"15:40:00","StepCount",5
2020-02-21,"15:45:00","StepCount",5
2020-02-21,"15:50:00","StepCount",5
2020-02-21,"15:55:00","StepCount",5
2020-02-21,"16:00:00","StepCount",5
2020-02-21,"16:05:00","StepCount",5
2020-02-21,"16:10:00","StepCount",5
2020-02-21,"16:15:00","StepCount",5
2020-02-21,"16:20:00","StepCount",5
2020-02-21,"16:25:00","StepCount",4
2020-02-21,"16:30:00","StepCount",5
2020-02-21,"16:35:00","StepCount",5
2020-02-21,"16:40:00","StepCount",5
2020-02-21,"16:45:00","StepCount",5
2020-02-21,"16:50:00","StepCount",5
2020-02-21,"16:55:00","StepCount",4
2020-02-21,"17:00:00","StepCount",5
2020-02-21,"17:05:00","StepCount",5
2020-02-21,"17:10:00","StepCount",5
2020-02-21,"17:15:00","StepCount",4
2020-02-21,"17:20:00","StepCount",8
2020-02-21,"17:25:00","StepCount",5
2020-02-21,"17:30:00","StepCount",5
2020-02-21,"17:35:00","StepCount",5
2020-02-21,"17:40:00","StepCount",5
2020-02-21,"17:45:00","StepCount",4
2020-02-21,"17:50:00","StepCount",5
2020-02-21,"17:55:00","StepCount",5
